code_INE,move,type,name,source,value
3,In-migration,Internal migration,Asturias,EM,0.769712899
4,Out-migration,International migration,Baleares,EM,0.428277133
4,Out-migration,Internal migration,Baleares,EM,0.757904511
4,In-migration,International migration,Baleares,EM,0.559727397
4,In-migration,Internal migration,Baleares,EM,0.698447661
5,Out-migration,International migration,Canarias,EM,0.416488343
5,Out-migration,Internal migration,Canarias,EM,0.69567061
5,In-migration,International migration,Canarias,EM,0.585166415
5,In-migration,Internal migration,Canarias,EM,0.702753414
6,Out-migration,International migration,Cantabria,EM,0.567368421
6,Out-migration,Internal migration,Cantabria,EM,0.677544583
6,In-migration,International migration,Cantabria,EM,0.648188345
6,In-migration,Internal migration,Cantabria,EM,0.76045863
7,Out-migration,International migration,Castilla y León,EM,0.557834473
7,Out-migration,Internal migration,Castilla y León,EM,0.726368006
7,In-migration,International migration,Castilla y León,EM,0.591727494
7,In-migration,Internal migration,Castilla y León,EM,0.791696559
8,Out-migration,International migration,Castilla-La Mancha,EM,0.543371152
8,Out-migration,Internal migration,Castilla-La Mancha,EM,0.714645993
8,In-migration,International migration,Castilla-La Mancha,EM,0.525585794
8,In-migration,Internal migration,Castilla-La Mancha,EM,0.740563135
9,Out-migration,International migration,Cataluña,EM,0.518186909
9,Out-migration,Internal migration,Cataluña,EM,0.72015268
9,In-migration,International migration,Cataluña,EM,0.573299585
9,In-migration,Internal migration,Cataluña,EM,0.688334233
10,Out-migration,International migration,C. Valenciana,EM,0.574473845
10,Out-migration,Internal migration,C. Valenciana,EM,0.676965078
10,In-migration,International migration,C. Valenciana,EM,0.625560078
10,In-migration,Internal migration,C. Valenciana,EM,0.705832153
11,Out-migration,International migration,Extremadura,EM,0.467501958
11,Out-migration,Internal migration,Extremadura,EM,0.795169647
11,In-migration,International migration,Extremadura,EM,0.535421687
11,In-migration,Internal migration,Extremadura,EM,0.802876027
12,Out-migration,International migration,Galicia,EM,0.48441837
12,Out-migration,Internal migration,Galicia,EM,0.676708262
12,In-migration,International migration,Galicia,EM,0.657180882
12,In-migration,Internal migration,Galicia,EM,0.748687418
13,Out-migration,International migration,Madrid,EM,0.546982909
13,Out-migration,Internal migration,Madrid,EM,0.746098644
13,In-migration,International migration,Madrid,EM,0.611123473
13,In-migration,Internal migration,Madrid,EM,0.699752749
14,Out-migration,International migration,Murcia,EM,0.52779451
14,Out-migration,Internal migration,Murcia,EM,0.671439544
14,In-migration,International migration,Murcia,EM,0.603452629
14,In-migration,Internal migration,Murcia,EM,0.7069161
15,Out-migration,International migration,Navarra,EM,0.569747455
15,Out-migration,Internal migration,Navarra,EM,0.691736644
15,In-migration,International migration,Navarra,EM,0.605166052
15,In-migration,Internal migration,Navarra,EM,0.686380963
16,Out-migration,International migration,País Vasco,EM,0.567228118
16,Out-migration,Internal migration,País Vasco,EM,0.774640786
16,In-migration,International migration,País Vasco,EM,0.592880609
16,In-migration,Internal migration,País Vasco,EM,0.676294395
17,Out-migration,International migration,La Rioja,EM,0.599941469
17,Out-migration,Internal migration,La Rioja,EM,0.697940948
17,In-migration,International migration,La Rioja,EM,0.584789311
17,In-migration,Internal migration,La Rioja,EM,0.737676056
