code_INE,move,type,name,source,value
14,In-migration,Internal migration,Murcia,EM,41.45950281
15,Out-migration,International migration,Navarra,EM,75.5163611
15,Out-migration,Internal migration,Navarra,EM,44.56368754
15,In-migration,International migration,Navarra,EM,65.24390244
15,In-migration,Internal migration,Navarra,EM,45.6916863
16,Out-migration,International migration,País Vasco,EM,76.29591486
16,Out-migration,Internal migration,País Vasco,EM,29.09209242
16,In-migration,International migration,País Vasco,EM,68.66802273
16,In-migration,Internal migration,País Vasco,EM,47.86459981
17,Out-migration,International migration,La Rioja,EM,66.68292683
17,Out-migration,Internal migration,La Rioja,EM,43.27859727
17,In-migration,International migration,La Rioja,EM,71.00175747
17,In-migration,Internal migration,La Rioja,EM,35.56085919
